County or equivalent,State or equivalent,Population (2020 census),Area (mi^2),Core-based statistical area
Chittenden,Vermont,"168,323",770,"Burlington-South Burlington, VT Metropolitan Statistical Area"
Essex,Vermont,"5,920",676,
Franklin,Vermont,"49,946",651,"Burlington-South Burlington, VT Metropolitan Statistical Area"
Grand Isle,Vermont,"7,293",539,"Burlington-South Burlington, VT Metropolitan Statistical Area"
Lamoille,Vermont,"25,945",665,
Orange,Vermont,"29,277",637,"Lebanon, NH-VT Micropolitan Statistical Area"
Orleans,Vermont,"27,393",83,
Rutland,Vermont,"60,572",461,"Rutland, VT Micropolitan Statistical Area"
Washington,Vermont,"59,807",689,"Barre, VT Micropolitan Statistical Area"
Windham,Vermont,"45,905",697,
Windsor,Vermont,"57,753",932,"Lebanon, NH-VT Micropolitan Statistical Area"
Saint Croix Island,Virgin Islands (U.S.),"50,601",690,
Saint John Island,Virgin Islands (U.S.),"4,170",789,
Saint Thomas Island,Virgin Islands (U.S.),"51,634",971,
Accomack,Virginia,"33,413",455,
Albemarle,Virginia,"112,395",723,"Charlottesville, VA Metropolitan Statistical Area"
Alleghany,Virginia,"15,223",446,
Amelia,Virginia,"13,265",357,"Richmond, VA Metropolitan Statistical Area"
Amherst,Virginia,"31,307",475,"Lynchburg, VA Metropolitan Statistical Area"
Appomattox,Virginia,"16,119",334,"Lynchburg, VA Metropolitan Statistical Area"
Arlington,Virginia,"238,643",26,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Augusta,Virginia,"77,487",971,"Staunton-Waynesboro, VA Metropolitan Statistical Area"
Bath,Virginia,"4,209",532,
Bedford,Virginia,"79,462",755,"Lynchburg, VA Metropolitan Statistical Area"
Bland,Virginia,"6,270",359,"Bluefield, WV-VA Micropolitan Statistical Area"
Botetourt,Virginia,"33,596",543,"Roanoke, VA Metropolitan Statistical Area"
Brunswick,Virginia,"15,849",566,
Buchanan,Virginia,"20,355",504,
Buckingham,Virginia,"16,824",581,
Campbell,Virginia,"55,696",504,"Lynchburg, VA Metropolitan Statistical Area"
Caroline,Virginia,"30,887",533,
Carroll,Virginia,"29,155",476,
Charles City,Virginia,"6,773",182,"Richmond, VA Metropolitan Statistical Area"
Charlotte,Virginia,"11,529",475,
Chesterfield,Virginia,"364,548",426,"Richmond, VA Metropolitan Statistical Area"
Clarke,Virginia,"14,783",177,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Craig,Virginia,"4,892",330,"Roanoke, VA Metropolitan Statistical Area"
Culpeper,Virginia,"52,552",381,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Cumberland,Virginia,"9,675",298,
Dickenson,Virginia,"14,124",333,
Dinwiddie,Virginia,"27,947",504,"Richmond, VA Metropolitan Statistical Area"
Essex,Virginia,"10,599",258,
Fairfax,Virginia,"1,150,309",396,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Fauquier,Virginia,"72,972",650,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Floyd,Virginia,"15,476",382,
Fluvanna,Virginia,"27,249",287,"Charlottesville, VA Metropolitan Statistical Area"
Franklin,Virginia,"54,477",692,"Roanoke, VA Metropolitan Statistical Area"
Frederick,Virginia,"91,419",415,"Winchester, VA-WV Metropolitan Statistical Area"
Giles,Virginia,"16,787",358,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area"
Gloucester,Virginia,"38,711",217,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
Goochland,Virginia,"24,727",284,"Richmond, VA Metropolitan Statistical Area"
Grayson,Virginia,"15,333",443,
Greene,Virginia,"20,552",157,"Charlottesville, VA Metropolitan Statistical Area"
Greensville,Virginia,"11,391",296,
Halifax,Virginia,"34,022",814,
Hanover,Virginia,"109,979",473,"Richmond, VA Metropolitan Statistical Area"
Henrico,Virginia,"334,389",238,"Richmond, VA Metropolitan Statistical Area"
Henry,Virginia,"50,948",382,"Martinsville, VA Micropolitan Statistical Area"
Highland,Virginia,"2,232",416,
Isle of Wight,Virginia,"38,606",316,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
James City,Virginia,"78,254",143,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
King and Queen,Virginia,"6,608",316,"Richmond, VA Metropolitan Statistical Area"
King George,Virginia,"26,723",180,
King William,Virginia,"17,810",275,"Richmond, VA Metropolitan Statistical Area"
Lancaster,Virginia,"10,919",133,
Lee,Virginia,"22,173",437,
Loudoun,Virginia,"420,959",520,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Louisa,Virginia,"37,596",498,
Lunenburg,Virginia,"11,936",432,
Madison,Virginia,"13,837",322,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Mathews,Virginia,"8,533",86,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
Mecklenburg,Virginia,"30,319",624,
Middlesex,Virginia,"10,625",130,
Montgomery,Virginia,"99,721",388,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area"
Nelson,Virginia,"14,775",472,"Charlottesville, VA Metropolitan Statistical Area"
New Kent,Virginia,"22,945",210,"Richmond, VA Metropolitan Statistical Area"
Northampton,Virginia,"12,282",207,
Northumberland,Virginia,"11,839",192,
Nottoway,Virginia,"15,642",315,
Orange,Virginia,"36,254",342,
Page,Virginia,"23,709",311,
Patrick,Virginia,"17,608",483,
Pittsylvania,Virginia,"60,501",978,"Danville, VA Micropolitan Statistical Area"
Powhatan,Virginia,"30,333",261,"Richmond, VA Metropolitan Statistical Area"
Prince Edward,Virginia,"21,849",353,
Prince George,Virginia,"43,010",266,"Richmond, VA Metropolitan Statistical Area"
Prince William,Virginia,"482,204",338,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Pulaski,Virginia,"33,800",321,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area"
Rappahannock,Virginia,"7,348",267,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Richmond,Virginia,"8,923",192,
Roanoke,Virginia,"96,929",251,"Roanoke, VA Metropolitan Statistical Area"
Rockbridge,Virginia,"22,650",600,
Rockingham,Virginia,"83,757",851,"Harrisonburg, VA Metropolitan Statistical Area"
Russell,Virginia,"25,781",475,
Scott,Virginia,"21,576",537,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area"
Shenandoah,Virginia,"44,186",512,
Smyth,Virginia,"29,800",452,
Southampton,Virginia,"17,996",600,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
Spotsylvania,Virginia,"140,032",401,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Stafford,Virginia,"156,927",270,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Surry,Virginia,"6,561",279,
Sussex,Virginia,"10,829",491,"Richmond, VA Metropolitan Statistical Area"
Tazewell,Virginia,"40,429",520,"Bluefield, WV-VA Micropolitan Statistical Area"
Warren,Virginia,"40,727",214,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Washington,Virginia,"53,935",564,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area"
Westmoreland,Virginia,"18,477",229,
Wise,Virginia,"36,130",403,"Big Stone Gap, VA Micropolitan Statistical Area"
Wythe,Virginia,"28,290",463,
York,Virginia,"70,045",106,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Alexandria, City of",Virginia,"159,467",15,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Bristol, City of",Virginia,"17,219",12,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area"
"Buena Vista, City of",Virginia,"6,641",7,
"Charlottesville, City of",Virginia,"46,553",10,"Charlottesville, VA Metropolitan Statistical Area"
"Chesapeake, City of",Virginia,"249,422",341,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Colonial Heights, City of",Virginia,"18,170",8,"Richmond, VA Metropolitan Statistical Area"
"Covington, City of",Virginia,"5,737",4,
"Danville, City of",Virginia,"42,590",43,"Danville, VA Micropolitan Statistical Area"
"Emporia, City of",Virginia,"5,766",7,
"Fairfax, City of",Virginia,"24,146",6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Falls Church, City of",Virginia,"14,658",2.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Franklin, City of",Virginia,"8,180",8,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Fredericksburg, City of",Virginia,"27,982",10,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Galax, City of",Virginia,"6,720",8,
"Hampton, City of",Virginia,"137,148",52,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Harrisonburg, City of",Virginia,"51,814",18,"Harrisonburg, VA Metropolitan Statistical Area"
"Hopewell, City of",Virginia,"23,033",10,"Richmond, VA Metropolitan Statistical Area"
"Lexington, City of",Virginia,"7,320",2.5,
"Lynchburg, City of",Virginia,"79,009",49,"Lynchburg, VA Metropolitan Statistical Area"
"Manassas, City of",Virginia,"42,772",10,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Manassas Park, City of",Virginia,"17,219",2.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
"Martinsville, City of",Virginia,"13,485",11,"Martinsville, VA Micropolitan Statistical Area"
"Newport News, City of",Virginia,"186,247",68,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Norfolk, City of",Virginia,"238,005",54,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Norton, City of",Virginia,"3,687",7,"Big Stone Gap, VA Micropolitan Statistical Area"
"Petersburg, City of",Virginia,"33,458",23,"Richmond, VA Metropolitan Statistical Area"
"Poquoson, City of",Virginia,"12,460",16,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Portsmouth, City of",Virginia,"97,915",33,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Radford, City of",Virginia,"16,070",10,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area"
"Richmond, City of",Virginia,"226,610",60,"Richmond, VA Metropolitan Statistical Area"
"Roanoke, City of",Virginia,"100,011",43,"Roanoke, VA Metropolitan Statistical Area"
"Salem, City of",Virginia,"25,346",15,"Roanoke, VA Metropolitan Statistical Area"
"Staunton, City of",Virginia,"25,750",20,"Staunton-Waynesboro, VA Metropolitan Statistical Area"
"Suffolk, City of",Virginia,"94,324",400,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Virginia Beach, City of",Virginia,"459,470",248,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Waynesboro, City of",Virginia,"22,196",14,"Staunton-Waynesboro, VA Metropolitan Statistical Area"
"Williamsburg, City of",Virginia,"15,425",9,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
"Winchester, City of",Virginia,"28,120",9,"Winchester, VA-WV Metropolitan Statistical Area"
Adams,Washington,"20,613",1925,"Othello, WA Micropolitan Statistical Area"
Asotin,Washington,"22,285",636,"Lewiston, ID-WA Metropolitan Statistical Area"
Benton,Washington,"206,873",1700,"Kennewick-Richland, WA Metropolitan Statistical Area"
Chelan,Washington,"79,074",2920,"Wenatchee, WA Metropolitan Statistical Area"
Clallam,Washington,"77,155",1738,"Port Angeles, WA Micropolitan Statistical Area"
Clark,Washington,"503,311",629,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Columbia,Washington,"3,952",869,
Cowlitz,Washington,"110,730",1139,"Longview, WA Metropolitan Statistical Area"
Douglas,Washington,"42,938",1819,"Wenatchee, WA Metropolitan Statistical Area"
Ferry,Washington,"7,178",2204,
Franklin,Washington,"96,749",1242,"Kennewick-Richland, WA Metropolitan Statistical Area"
Garfield,Washington,"2,286",710,
Grant,Washington,"99,123",2680,"Moses Lake, WA Micropolitan Statistical Area"
Grays Harbor,Washington,"75,636",1902,"Aberdeen, WA Micropolitan Statistical Area"
Island,Washington,"86,857",209,"Oak Harbor, WA Micropolitan Statistical Area"
Jefferson,Washington,"32,977",1804,
King,Washington,"2,269,675",2115,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area"
Kitsap,Washington,"275,611",395,"Bremerton-Silverdale, WA Metropolitan Statistical Area"
Kittitas,Washington,"44,337",2297,"Ellensburg, WA Micropolitan Statistical Area"
Klickitat,Washington,"22,735",1872,
Lewis,Washington,"82,149",2403,"Centralia, WA Micropolitan Statistical Area"
Lincoln,Washington,"10,876",2311,
Mason,Washington,"65,726",959,"Shelton, WA Micropolitan Statistical Area"
Okanogan,Washington,"42,104",5268,
Pacific,Washington,"23,365",933,
Pend Oreille,Washington,"13,401",1400,
Pierce,Washington,"921,130",1670,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area"
San Juan,Washington,"17,788",174,
Skagit,Washington,"129,523",1731,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area"
Skamania,Washington,"12,036",1656,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Snohomish,Washington,"827,957",2087,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area"
Spokane,Washington,"539,339",1764,"Spokane-Spokane Valley, WA Metropolitan Statistical Area"
Stevens,Washington,"46,445",2478,"Spokane-Spokane Valley, WA Metropolitan Statistical Area"
Thurston,Washington,"294,793",722,"Olympia-Tumwater, WA Metropolitan Statistical Area"
Wahkiakum,Washington,"4,422",264,
Walla Walla,Washington,"62,584",1270,"Walla Walla, WA Metropolitan Statistical Area"
Whatcom,Washington,"226,847",2107,"Bellingham, WA Metropolitan Statistical Area"
Whitman,Washington,"47,973",2159,"Pullman, WA Micropolitan Statistical Area"
Yakima,Washington,"256,728",4296,"Yakima, WA Metropolitan Statistical Area"
Barbour,West Virginia,"15,465",341,
Berkeley,West Virginia,"122,076",321,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area"
Boone,West Virginia,"21,809",503,"Charleston, WV Metropolitan Statistical Area"
Braxton,West Virginia,"12,447",514,
Brooke,West Virginia,"22,559",89,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area"
Cabell,West Virginia,"94,350",282,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
Calhoun,West Virginia,"6,229",281,
Clay,West Virginia,"8,051",342,"Charleston, WV Metropolitan Statistical Area"
Doddridge,West Virginia,"7,808",320,"Clarksburg, WV Micropolitan Statistical Area"
Fayette,West Virginia,"40,488",664,"Beckley, WV Metropolitan Statistical Area"
Gilmer,West Virginia,"7,408",340,
Grant,West Virginia,"10,976",477,
Greenbrier,West Virginia,"32,977",1021,
Hampshire,West Virginia,"23,093",642,"Winchester, VA-WV Metropolitan Statistical Area"
Hancock,West Virginia,"29,095",83,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area"
Hardy,West Virginia,"14,299",583,
Harrison,West Virginia,"65,921",416,"Clarksburg, WV Micropolitan Statistical Area"
Jackson,West Virginia,"27,791",466,"Charleston, WV Metropolitan Statistical Area"
Jefferson,West Virginia,"57,701",210,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
Kanawha,West Virginia,"180,745",903,"Charleston, WV Metropolitan Statistical Area"
Lewis,West Virginia,"17,033",389,
Lincoln,West Virginia,"20,463",438,"Charleston, WV Metropolitan Statistical Area"
Logan,West Virginia,"32,567",454,"Logan, WV Micropolitan Statistical Area"
Marion,West Virginia,"56,205",307,"Fairmont, WV Micropolitan Statistical Area"
Marshall,West Virginia,"30,591",432,"Wheeling, WV-OH Metropolitan Statistical Area"
Mason,West Virginia,"25,453",535,"Point Pleasant, WV-OH Micropolitan Statistical Area"
McDowell,West Virginia,"19,111",310,
Mercer,West Virginia,"59,664",420,"Bluefield, WV-VA Micropolitan Statistical Area"
Mineral,West Virginia,"26,938",328,"Cumberland, MD-WV Metropolitan Statistical Area"
Mingo,West Virginia,"23,568",423,
Monongalia,West Virginia,"105,822",361,"Morgantown, WV Metropolitan Statistical Area"
Monroe,West Virginia,"12,376",473,
Morgan,West Virginia,"17,063",229,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area"
Nicholas,West Virginia,"24,604",649,
Ohio,West Virginia,"42,425",106,"Wheeling, WV-OH Metropolitan Statistical Area"
Pendleton,West Virginia,"6,143",698,
Pleasants,West Virginia,"7,653",131,
Pocahontas,West Virginia,"7,869",940,
Preston,West Virginia,"34,216",648,"Morgantown, WV Metropolitan Statistical Area"
Putnam,West Virginia,"57,440",346,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
Raleigh,West Virginia,"74,591",607,"Beckley, WV Metropolitan Statistical Area"
Randolph,West Virginia,"27,932",1040,"Elkins, WV Micropolitan Statistical Area"
Ritchie,West Virginia,"8,444",454,
Roane,West Virginia,"14,028",484,
Summers,West Virginia,"11,959",361,
Taylor,West Virginia,"16,705",173,"Clarksburg, WV Micropolitan Statistical Area"
Tucker,West Virginia,"6,762",419,
Tyler,West Virginia,"8,313",258,
Upshur,West Virginia,"23,816",355,
Wayne,West Virginia,"38,982",506,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
Webster,West Virginia,"8,378",556,
Wetzel,West Virginia,"14,442",359,
Wirt,West Virginia,"5,194",233,"Parkersburg-Vienna, WV Metropolitan Statistical Area"
Wood,West Virginia,"84,296",367,"Parkersburg-Vienna, WV Metropolitan Statistical Area"
Wyoming,West Virginia,"21,382",501,
Adams,Wisconsin,"20,654",645.65,
Ashland,Wisconsin,"16,027",1045.04,
Barron,Wisconsin,"46,711",862.71,
Bayfield,Wisconsin,"16,220",1477.86,
Brown,Wisconsin,"268,740",529.71,"Green Bay, WI Metropolitan Statistical Area"
Buffalo,Wisconsin,"13,317",671.64,
Burnett,Wisconsin,"16,526",821.85,
Calumet,Wisconsin,"52,442",318.24,"Appleton, Wisconsin metropolitan area"
Chippewa,Wisconsin,"66,297",1008.37,"Eau Claire, WI Metropolitan Statistical Area"
Clark,Wisconsin,"34,659",1209.82,
Columbia,Wisconsin,"58,490",765.53,"Madison, WI Metropolitan Statistical Area"
Crawford,Wisconsin,"16,113",570.66,
Dane,Wisconsin,"561,504",1197.24,"Madison, WI Metropolitan Statistical Area"
Dodge,Wisconsin,"89,396",875.63,"Beaver Dam, WI Micropolitan Statistical Area"
Door,Wisconsin,"30,066",481.98,
Douglas,Wisconsin,"44,295",1304.14,"Duluth, MN-WI Metropolitan Statistical Area"
Dunn,Wisconsin,"45,440",850.11,"Menomonie, WI Micropolitan Statistical Area"
Eau Claire,Wisconsin,"105,710",637.98,"Eau Claire, WI Metropolitan Statistical Area"
Florence,Wisconsin,"4,558",488.2,"Iron Mountain, MI-WI Micropolitan Statistical Area"
Fond du Lac,Wisconsin,"104,154",719.55,"Fond du Lac, WI Metropolitan Statistical Area"
Forest,Wisconsin,"9,179",1014.07,
Grant,Wisconsin,"51,938",1146.85,"Platteville, WI Micropolitan Statistical Area"
Green,Wisconsin,"37,093",583.96,"Madison, WI Metropolitan Statistical Area"
Green Lake,Wisconsin,"19,018",349.44,
Iowa,Wisconsin,"23,709",762.58,"Madison, WI Metropolitan Statistical Area"
Iron,Wisconsin,"6,137",758.17,
Jackson,Wisconsin,"21,145",987.72,
Jefferson,Wisconsin,"84,900",556.47,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area"
Juneau,Wisconsin,"26,718",766.93,
Kenosha,Wisconsin,"169,151",271.99,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Kewaunee,Wisconsin,"20,563",342.52,"Green Bay, WI Metropolitan Statistical Area"
La Crosse,Wisconsin,"120,784",451.69,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
Lafayette,Wisconsin,"16,611",633.59,
Langlade,Wisconsin,"19,491",870.64,
Lincoln,Wisconsin,"28,415",878.97,"Wausau-Weston, WI Metropolitan Statistical Area"
Manitowoc,Wisconsin,"81,359",589.08,"Manitowoc, WI Micropolitan Statistical Area"
Marathon,Wisconsin,"138,013",1544.98,"Wausau-Weston, WI Metropolitan Statistical Area"
Marinette,Wisconsin,"41,872",1399.35,"Marinette, WI-MI Micropolitan Statistical Area"
Marquette,Wisconsin,"15,592",455.6,
Menominee,Wisconsin,"4,255",357.61,"Shawano, WI Micropolitan Statistical Area"
Milwaukee,Wisconsin,"939,489",241.4,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area"
Monroe,Wisconsin,"46,274",900.78,
Oconto,Wisconsin,"38,965",997.99,"Green Bay, WI Metropolitan Statistical Area"
Oneida,Wisconsin,"37,845",1112.97,
Outagamie,Wisconsin,"190,705",637.52,"Appleton, Wisconsin metropolitan area"
