,date
7046,2015-01-01
7047,2016-05-11
7048,2018-03-20
7049,2014-05-05
7050,2016-08-15
7051,2014-03-24
7052,2014-01-21
7053,
7054,2017-12-25
7055,2016-09-07
7056,2017-07-12
7057,2017-09-01
7058,2014-05-21
7059,2014-09-03
7060,2017-08-11
7061,2016-05-10
7062,2017-06-18
7063,2017-09-26
7064,2015-04-25
7065,2016-01-01
7066,2015-01-13
7067,2017-04-05
7068,2015-03-15
7069,2016-08-26
7070,
7071,2016-02-12
7072,2016-06-02
7073,2015-11-14
7074,2017-12-10
7075,2016-12-31
7076,2017-07-03
7077,2018-03-06
7078,2016-08-12
7079,2016-06-27
7080,2016-06-08
7081,2014-10-04
7082,2015-09-05
7083,2016-09-18
7084,2016-01-12
7085,2017-06-06
7086,2015-12-11
7087,2016-10-13
7088,2014-05-07
7089,2015-11-11
7090,2015-10-29
7091,2015-11-12
7092,2017-11-17
7093,2014-12-11
7094,2016-02-25
7095,2016-08-01
7096,2016-11-01
7097,2014-01-10
7098,2017-06-04
7099,2016-05-12
7100,2016-09-16
7101,2016-07-25
7102,2015-12-06
7103,2016-09-27
7104,2018-01-23
7105,2016-06-25
7106,2018-02-01
7107,2016-02-29
7108,2016-03-07
7109,2014-08-13
7110,2017-09-22
7111,2015-12-03
7112,2015-09-05
7113,2016-10-18
7114,2017-03-19
7115,2016-10-14
7116,2014-06-11
7117,2017-06-26
7118,2015-02-09
7119,2014-07-21
7120,2015-11-08
7121,2015-04-06
7122,2016-09-23
7123,2014-07-25
7124,2014-07-23
7125,2017-06-17
7126,2015-03-05
7127,2016-09-17
7128,2017-03-11
7129,2014-07-23
7130,2018-03-25
7131,2017-03-11
7132,
7133,
7134,2016-04-09
7135,
7136,2016-09-11
7137,2015-11-09
7138,
7139,2017-04-03
7140,
7141,2015-05-01
7142,2016-01-31
7143,2016-07-31
7144,2017-11-05
7145,2016-07-10
7146,2014-01-07
7147,2017-02-01
7148,2017-10-22
7149,2014-05-14
7150,2015-09-15
7151,2017-01-17
7152,2018-03-24
7153,2017-05-29
7154,2014-12-10
7155,2017-04-07
7156,2016-09-19
7157,2017-02-10
7158,2017-05-27
7159,2015-05-28
7160,2016-07-02
7161,2016-12-12
7162,2018-02-18
7163,2016-09-12
7164,2016-05-03
7165,2015-05-09
7166,2017-03-18
7167,2017-03-07
7168,2017-01-08
7169,2015-03-28
7170,2015-05-17
7171,2015-08-19
7172,2015-11-18
7173,
7174,2017-10-21
7175,2017-06-23
7176,2015-03-10
7177,2016-04-08
7178,2016-04-23
7179,2016-03-12
7180,2014-08-20
7181,2014-02-17
7182,2016-02-02
7183,2016-06-16
7184,2016-11-30
7185,2017-04-07
7186,2018-02-03
7187,
7188,2017-12-18
7189,2017-04-24
7190,
7191,2017-09-02
7192,2017-05-20
7193,
7194,2014-10-26
7195,2014-09-22
7196,2018-01-02
7197,2016-01-18
7198,2014-12-27
7199,2015-09-25
7200,2016-08-08
7201,2016-07-19
7202,2014-02-09
7203,2014-12-23
7204,2015-12-28
7205,2015-06-04
7206,2015-07-01
7207,2016-11-14
7208,
7209,
7210,2015-07-31
7211,
7212,2015-11-27
7213,2016-10-10
7214,
7215,
7216,2014-11-13
7217,2016-08-12
7218,2014-10-27
7219,2015-04-29
7220,
7221,2016-01-16
7222,2018-01-08
7223,2017-06-26
7224,2015-06-13
7225,2015-02-02
7226,2015-04-08
7227,2017-01-01
7228,2017-07-07
7229,2015-05-15
7230,2016-10-12
7231,2017-02-27
7232,2016-06-18
7233,2015-04-09
7234,
7235,2017-10-28
7236,2017-10-10
7237,2017-09-19
7238,2014-08-03
7239,2017-07-04
7240,2016-09-25
7241,2016-10-28
7242,2017-09-11
7243,2014-12-21
7244,2016-09-08
7245,2018-02-20
7246,2017-02-28
7247,2016-04-17
7248,2017-01-11
7249,2018-02-08
7250,2017-01-12
7251,2016-05-20
7252,2014-02-15
7253,2018-01-02
7254,2013-07-17
7255,
7256,2017-10-29
7257,2016-11-28
7258,
7259,2017-05-03
7260,2015-11-01
7261,2017-07-01
7262,2017-11-12
7263,2016-09-07
7264,2016-09-15
7265,
7266,2016-11-25
7267,2016-05-26
7268,2017-03-19
7269,
7270,2014-01-19
7271,2014-02-28
7272,
7273,2016-02-29
7274,2017-02-24
7275,
7276,2016-05-26
7277,2017-01-01
7278,
7279,2014-05-08
7280,2015-08-06
7281,2015-03-19
7282,2017-03-15
7283,
7284,2015-08-21
7285,2014-08-23
7286,
7287,2015-04-25
7288,2015-07-06
7289,2014-03-26
7290,2016-11-21
7291,2014-05-28
7292,2017-01-18
7293,2016-10-30
7294,2018-01-28
7295,2016-04-18
7296,2017-09-28
7297,2017-12-31
7298,2016-04-17
7299,2017-04-03
7300,2016-10-26
7301,
7302,2016-10-25
7303,2017-01-27
7304,2018-02-02
7305,2014-10-16
7306,2017-04-28
7307,2017-11-16
7308,2017-03-02
7309,
7310,2014-04-21
7311,2014-11-05
7312,2015-05-05
7313,2015-12-03
7314,2017-05-08
7315,2015-09-06
7316,2014-05-16
7317,2014-10-12
7318,2016-09-14
7319,2015-12-24
7320,2018-01-06
7321,
7322,2017-11-13
7323,2016-02-26
7324,2017-06-19
7325,2017-11-14
7326,2015-09-05
7327,
7328,2017-10-12
7329,2014-08-14
7330,2015-08-25
7331,2014-05-07
7332,2015-03-27
7333,2016-04-26
7334,2015-09-22
7335,2017-04-04
7336,2016-06-14
7337,2014-08-05
7338,2017-07-20
7339,2018-02-22
7340,2017-09-13
7341,2016-08-05
7342,2016-06-08
7343,2017-06-26
7344,2015-12-14
7345,2016-08-07
7346,2015-11-03
7347,2017-03-17
7348,2017-07-27
7349,2016-11-24
7350,2016-02-04
7351,2014-06-15
7352,2015-06-04
7353,2015-02-01
7354,
7355,2016-11-18
7356,2015-03-19
7357,2017-04-12
7358,2016-11-07
7359,
7360,2014-07-15
7361,2015-04-15
7362,2017-08-25
7363,2015-04-25
7364,2017-01-11
7365,2017-02-16
7366,2014-07-21
7367,2017-04-05
7368,2016-12-29
7369,2018-01-08
7370,2015-10-01
7371,2014-08-19
7372,2017-02-21
7373,2014-01-20
7374,2017-06-08
7375,2017-08-23
7376,2018-01-24
7377,2014-04-20
7378,
7379,
7380,2014-11-20
7381,2015-07-20
7382,2017-04-17
7383,
7384,2016-11-07
7385,2016-05-04
7386,
7387,2014-04-29
7388,2017-11-25
7389,
7390,2015-06-17
7391,2017-02-18
7392,2015-11-03
7393,2017-08-10
7394,2016-09-27
7395,2015-08-05
7396,2017-04-15
7397,2017-06-19
7398,2017-02-19
7399,2016-04-03
7400,2016-09-15
7401,2017-08-21
7402,2015-12-03
7403,
7404,2017-02-21
7405,2016-05-28
7406,2017-09-01
7407,2015-12-10
7408,
7409,2017-02-13
7410,2016-02-21
7411,2016-02-02
7412,2015-03-20
7413,2017-03-20
7414,2016-04-08
7415,2015-05-26
7416,2017-09-13
7417,2018-01-03
7418,2017-06-05
7419,2014-11-10
7420,2016-08-14
7421,2015-11-21
7422,
7423,2015-10-22
7424,2016-03-10
7425,2014-10-25
7426,2017-07-11
7427,2016-11-29
7428,2015-03-10
7429,2017-03-26
7430,2016-05-22
7431,2017-12-21
7432,2017-09-02
7433,2016-08-07
7434,2016-09-12
7435,2017-02-11
7436,
7437,2017-08-27
7438,2016-03-07
7439,2016-06-09
7440,2017-10-06
7441,2014-12-15
7442,2015-01-23
7443,2017-04-28
7444,2015-07-23
7445,2016-12-17
7446,2014-09-26
7447,2014-07-15
7448,2017-02-07
7449,2018-03-15
7450,2015-09-01
7451,2016-05-31
7452,2015-10-24
7453,2014-10-25
7454,
7455,2017-03-15
7456,2017-01-27
7457,2015-12-26
7458,2018-01-10
7459,2015-06-30
7460,2015-03-08
7461,2016-05-23
7462,2016-10-03
7463,2014-04-17
7464,2017-08-22
7465,2017-08-05
7466,2014-04-08
7467,2015-04-09
7468,2017-12-17
7469,
7470,2016-11-26
7471,2014-08-29
7472,2016-03-04
7473,
7474,2017-01-14
7475,2016-10-11
7476,2014-03-06
7477,2014-01-14
7478,2016-06-14
7479,2017-03-11
7480,2017-09-30
7481,2017-08-05
7482,2017-01-12
7483,2016-06-05
7484,2015-10-01
7485,2015-05-20
7486,2017-07-13
7487,2017-01-04
7488,2016-09-23
7489,2014-04-03
7490,2016-08-20
7491,2016-04-13
7492,
7493,2014-09-22
7494,2018-01-21
7495,2014-01-29
7496,2017-02-21
7497,2015-09-12
7498,2015-07-16
7499,2015-03-10
7500,2017-09-21
7501,2017-07-06
7502,2015-06-20
7503,2016-05-12
7504,2014-11-25
7505,2016-08-14
7506,2017-02-23
7507,2014-10-14
7508,2014-09-07
7509,2014-03-28
7510,2016-03-22
7511,
7512,2015-03-03
7513,2017-04-21
7514,2016-03-21
7515,2015-04-14
7516,2017-05-29
7517,2016-04-06
7518,2016-05-04
7519,2015-08-07
7520,2014-06-14
7521,2014-05-23
7522,2015-04-09
7523,2016-12-23
7524,2017-09-04
7525,2016-04-07
7526,2016-12-03
7527,2014-07-25
7528,2015-08-10
7529,2016-05-25
7530,2016-11-05
7531,2017-07-02
7532,2014-03-16
7533,
7534,2014-12-17
7535,2015-01-15
7536,2016-03-31
7537,2016-08-07
7538,
7539,2018-01-28
7540,2016-04-17
7541,
7542,2017-05-12
7543,2014-10-12
7544,2015-10-05
7545,2014-02-07
7546,2014-01-03
7547,2016-11-23
7548,2016-02-20
7549,2016-04-19
7550,
7551,2014-09-05
7552,2016-11-30
7553,2016-04-17
7554,2015-08-17
7555,2015-10-21
7556,2015-05-25
7557,
7558,2016-11-09
7559,2017-09-03
7560,2014-08-17
7561,2016-09-05
7562,2015-06-19
7563,2016-03-06
7564,
7565,2015-06-28
7566,2014-03-07
7567,2018-02-20
7568,2016-12-26
7569,2017-04-15
7570,2017-05-01
7571,2016-11-25
7572,2014-09-27
7573,2015-08-17
7574,2014-05-18
7575,2016-01-30
7576,2016-10-29
7577,2017-11-20
7578,2018-02-22
7579,2017-02-07
7580,2016-09-06
7581,2017-01-20
7582,2016-07-22
7583,2015-05-24
7584,
7585,2014-05-19
7586,2014-09-25
7587,2015-02-05
7588,2014-06-08
7589,2015-03-03
7590,2016-08-23
7591,2015-10-19
7592,2017-06-05
7593,2016-01-05
7594,
7595,2017-09-29
7596,2017-11-24
7597,
7598,2017-12-04
7599,2014-01-23
7600,2014-06-10
7601,2014-08-16
7602,2014-08-01
7603,2014-01-23
7604,2016-09-30
7605,2014-10-22
7606,2017-03-14
7607,2016-12-21
7608,2014-10-24
7609,2017-09-15
7610,2017-11-21
7611,
7612,2018-01-29
7613,2015-05-14
7614,2015-07-07
7615,2017-06-04
7616,2017-12-21
7617,2017-07-04
7618,2016-03-12
7619,
7620,2015-10-01
7621,2017-07-30
7622,2014-08-15
7623,2017-05-28
7624,2014-09-28
7625,2016-02-20
7626,2017-05-12
7627,2016-08-14
7628,2014-08-16
7629,2017-04-11
7630,2017-06-07
7631,2017-08-01
7632,2017-10-27
7633,2014-09-12
7634,2017-06-04
7635,2016-10-19
7636,2015-09-27
7637,2015-04-20
7638,
7639,2015-07-19
7640,2015-05-30
7641,2015-09-10
7642,2017-04-16
7643,2014-03-14
7644,2015-01-05
7645,2015-06-12
7646,2015-12-21
7647,2017-05-02
7648,2017-05-12
7649,
7650,2015-08-01
7651,2016-05-09
7652,2017-06-12
7653,2014-07-17
7654,2018-01-15
7655,2018-02-12
7656,2018-01-01
7657,2016-08-07
7658,2017-07-21
7659,2018-02-22
7660,2016-03-05
7661,2016-09-12
7662,2017-12-22
7663,2017-05-18
7664,2017-07-11
7665,
7666,2017-06-19
7667,2016-10-10
7668,2014-12-12
7669,2017-11-19
7670,2017-12-29
7671,2017-10-08
7672,2016-08-18
7673,
7674,2017-09-28
7675,2018-03-05
7676,2016-11-13
7677,2017-08-08
7678,2017-09-09
7679,
7680,2017-04-17
7681,2016-03-09
7682,2014-08-18
7683,2016-11-15
7684,2016-06-09
7685,2017-05-17
7686,2014-08-02
7687,2017-01-30
7688,2014-10-14
7689,2017-12-04
7690,2015-10-02
7691,2017-02-05
7692,2016-08-10
7693,2016-05-16
7694,2016-03-14
7695,2016-09-15
7696,2015-07-31
7697,2016-11-10
7698,2017-12-27
7699,2016-02-29
7700,2018-02-01
7701,2017-05-24
7702,2015-05-17
7703,2018-02-27
7704,2016-10-12
7705,2018-03-14
7706,2015-12-17
7707,2017-01-08
7708,2017-06-04
7709,2014-12-16
7710,2014-06-15
7711,2017-11-20
7712,2017-10-19
7713,2015-08-21
7714,2014-07-22
7715,2016-01-02
7716,2014-02-13
7717,2017-02-06
7718,2017-09-10
7719,2016-10-29
7720,2016-06-27
7721,2016-06-11
7722,2015-06-17
7723,2014-05-23
7724,2014-12-27
7725,2014-09-21
7726,2018-02-08
7727,2016-01-29
7728,2016-10-21
7729,2014-04-30
7730,2018-03-07
7731,2018-01-06
7732,2018-01-29
7733,2018-03-09
7734,
7735,2015-04-29
7736,2017-04-13
7737,2017-07-22
7738,2017-10-11
7739,2014-07-14
7740,2017-03-06
7741,2016-09-14
7742,
7743,2016-01-20
7744,2016-06-29
7745,2014-04-11
7746,2017-06-13
7747,2016-09-18
7748,2016-10-23
7749,2015-12-27
7750,2015-06-05
7751,2016-04-26
7752,2015-04-20
7753,2016-10-19
7754,2016-09-02
7755,2014-05-07
7756,2016-03-23
7757,2017-06-01
7758,2016-04-26
7759,2017-12-10
7760,2017-06-21
7761,2015-07-23
7762,2017-11-07
7763,2015-02-06
7764,2015-10-22
7765,2018-01-20
7766,2018-01-12
7767,2015-01-01
7768,2017-07-22
7769,2017-02-08
7770,2017-07-17
7771,2015-05-03
7772,
7773,2015-11-02
7774,2016-05-04
7775,2016-11-23
7776,2017-02-18
7777,2016-09-20
7778,2016-11-04
7779,2015-10-07
7780,2015-12-05
7781,2014-06-28
7782,2017-05-04
7783,2017-01-02
7784,2014-11-21
7785,2018-01-22
7786,2014-08-04
7787,2017-06-13
7788,2015-07-04
7789,2017-06-03
7790,2016-05-10
7791,2017-05-15
7792,
7793,2014-05-03
7794,2017-07-27
7795,2015-08-25
7796,2016-09-01
7797,
7798,2017-08-08
7799,2016-06-28
7800,2016-08-19
7801,2018-03-05
7802,2017-12-16
7803,2015-03-29
7804,2018-01-06
7805,2015-12-10
7806,2016-10-02
7807,2014-10-14
7808,2016-01-03
7809,2015-04-27
7810,2015-09-11
7811,
7812,2017-05-21
7813,
7814,2014-11-18
7815,2015-05-09
7816,2017-08-16
7817,2014-09-21
7818,2015-03-26
7819,2016-05-16
7820,2016-05-21
7821,2015-03-31
7822,2017-02-14
7823,2017-07-22
7824,2017-06-16
7825,2016-11-05
7826,2014-06-20
7827,2014-08-01
7828,2017-03-09
7829,2014-04-16
7830,2017-04-25
7831,2014-05-07
7832,2014-01-08
7833,2016-10-07
7834,2015-03-27
7835,2017-09-09
7836,2016-03-23
7837,2018-02-28
7838,2014-01-25
7839,2017-05-06
7840,2015-10-24
7841,2017-12-02
7842,2014-08-25
7843,2016-09-28
7844,2017-09-13
7845,2016-12-31
7846,2014-07-31
7847,2015-03-02
7848,2016-12-18
7849,2016-01-24
7850,2016-02-15
7851,2015-12-16
7852,2017-08-23
7853,2018-01-07
7854,2015-03-18
7855,2017-04-18
7856,2016-07-22
7857,2018-03-24
7858,2014-04-02
7859,2016-09-26
7860,2014-11-18
7861,2014-02-25
7862,2014-04-01
7863,
7864,
7865,2018-03-10
7866,2016-01-02
7867,2018-03-08
7868,2014-05-05
7869,2017-01-08
7870,2017-11-22
7871,2016-08-22
7872,2017-04-15
7873,2015-04-04
7874,2017-08-04
7875,2017-11-03
7876,2015-03-23
7877,2014-06-11
7878,
7879,2014-09-14
7880,
7881,2016-01-03
7882,2014-02-05
7883,2015-02-05
7884,2014-12-17
7885,2014-11-29
7886,2016-10-04
7887,2017-09-29
7888,2015-03-20
7889,2016-07-25
7890,2015-09-20
7891,2017-12-24
7892,2015-01-16
7893,2015-05-30
7894,2014-11-12
7895,2017-09-03
7896,2016-12-26
7897,2017-01-20
7898,2016-10-26
7899,2016-04-22
7900,2017-04-29
7901,2017-08-26
7902,2014-12-28
7903,2015-12-13
7904,2016-09-03
7905,2014-09-14
7906,2018-03-11
7907,2014-08-06
7908,2016-05-23
7909,2017-11-03
7910,2016-07-20
7911,2014-09-20
7912,2016-07-16
7913,2014-03-12
7914,2014-11-22
7915,2015-11-22
7916,2014-11-13
7917,2014-10-29
7918,2015-07-01
7919,2017-08-03
7920,2017-06-24
7921,
7922,2015-10-16
7923,2016-02-13
7924,2016-03-08
7925,2015-05-06
7926,2016-10-22
7927,2017-04-16
7928,2017-11-18
7929,2015-12-07
7930,2017-11-15
7931,2015-06-28
7932,2017-05-09
7933,2014-09-28
7934,2015-12-11
7935,2017-06-15
7936,2016-10-22
7937,2015-05-14
7938,2017-04-15
7939,2017-02-05
7940,2015-01-04
7941,2016-09-07
7942,2014-11-12
7943,2017-03-05
7944,2014-07-13
7945,2017-11-27
7946,2014-06-30
7947,2017-07-02
7948,2017-05-14
7949,2014-01-17
7950,
7951,2016-05-27
7952,2014-11-04
7953,2018-02-26
7954,2018-03-17
7955,
7956,2016-06-16
7957,2014-06-08
7958,2016-04-13
7959,
7960,
7961,2015-06-19
7962,2018-03-27
7963,2018-02-20
7964,2018-02-01
7965,
7966,2017-10-08
7967,2017-09-11
7968,2017-01-30
7969,2016-06-09
7970,2015-05-16
7971,2016-12-22
7972,2016-07-05
7973,2014-06-20
7974,2015-03-10
7975,2017-01-03
7976,2018-01-18
7977,
7978,2017-02-09
7979,2016-09-10
7980,2017-06-29
7981,2016-12-10
7982,2016-02-07
7983,2016-01-06
7984,
7985,2016-06-22
7986,2017-02-28
7987,2014-06-19
7988,2015-03-10
7989,
7990,2014-12-22
7991,2018-02-17
7992,2017-08-04
7993,2014-05-26
7994,
7995,2015-06-29
7996,2016-05-10
7997,2016-08-11
7998,2015-07-19
7999,2014-08-21
8000,2016-11-05
8001,2016-11-08
8002,2017-12-21
8003,2014-08-04
8004,2017-11-07
8005,
8006,2017-06-05
8007,2017-07-21
8008,
8009,2017-06-03
8010,2016-07-11
8011,2017-02-13
8012,2014-03-17
8013,2014-03-16
8014,2016-05-05
8015,
8016,2016-10-12
8017,2014-08-16
8018,
8019,
8020,2017-08-20
8021,
8022,2017-05-08
8023,2015-04-19
8024,
8025,2014-01-21
8026,2014-05-11
8027,2014-01-26
8028,2016-03-20
8029,2017-01-07
8030,2014-04-23
8031,
8032,2016-10-06
8033,
8034,2017-05-19
8035,2014-08-31
8036,2018-03-20
8037,
8038,2014-12-16
8039,2014-09-15
8040,2016-06-25
8041,2014-04-10
8042,2014-07-06
8043,2014-12-10
8044,2016-04-27
8045,2017-08-16
8046,2017-04-05
8047,2016-04-21
8048,2017-11-18
8049,2014-03-14
8050,2016-11-08
8051,2015-05-15
8052,2015-06-17
8053,
8054,2017-07-20
8055,2016-01-11
8056,2014-04-18
8057,2016-08-07
8058,2015-07-05
8059,
8060,2015-02-07
8061,2016-04-24
8062,2015-01-12
8063,2017-01-15
8064,2016-04-19
8065,2016-08-22
8066,2016-07-03
8067,2017-11-24
8068,2017-03-29
8069,2016-12-29
8070,2017-02-23
8071,2014-09-27
8072,2017-03-26
8073,2018-02-12
8074,2015-12-26
8075,2016-02-26
8076,
8077,2015-08-27
8078,
8079,2015-07-17
8080,2014-10-27
8081,2016-08-20
8082,2016-09-19
8083,
8084,2017-02-03
8085,2014-06-16
8086,2014-05-13
8087,2015-12-16
8088,2017-04-28
8089,2018-02-05
8090,2017-09-14
8091,2017-04-19
8092,2017-08-04
8093,2014-08-07
8094,2016-12-11
8095,2016-09-06
8096,2014-10-16
8097,2014-05-06
8098,2015-11-26
8099,2018-03-30
8100,2015-06-30
8101,2014-05-19
8102,2015-07-27
8103,2015-09-21
8104,2017-06-26
8105,2017-03-14
8106,2013-09-17
8107,2016-05-15
8108,2017-12-08
8109,2014-12-08
8110,2016-02-27
8111,2016-10-24
8112,2016-06-18
8113,2016-12-29
8114,2017-01-09
8115,
8116,2014-06-21
8117,2014-10-09
8118,2014-09-03
8119,2015-11-20
8120,2017-11-11
8121,2016-09-03
8122,2017-12-21
8123,2016-04-23
8124,2015-08-10
8125,2016-07-10
8126,2015-02-09
8127,2016-04-30
8128,2015-08-16
8129,2016-09-05
8130,2014-08-30
8131,2017-03-15
8132,2015-06-03
8133,2014-04-01
8134,2015-12-24
8135,2017-03-12
8136,2016-04-08
8137,2017-07-13
8138,2015-06-26
8139,2014-07-24
8140,2016-10-06
8141,2015-12-10
8142,
8143,
8144,
8145,2017-12-22
8146,
8147,2015-09-06
8148,2015-12-09
8149,2018-03-10
8150,2017-11-12
8151,2017-04-23
8152,2015-10-09
8153,2017-02-14
8154,2016-01-27
8155,2014-06-15
8156,2016-08-20
8157,2014-06-16
8158,2017-10-18
8159,2015-07-15
8160,2018-01-15
8161,2014-08-25
8162,2017-08-17
8163,2015-02-08
8164,
8165,
8166,
8167,2017-09-02
8168,2017-10-16
8169,2018-03-30
8170,2016-01-30
8171,2018-01-25
8172,2017-02-25
8173,2015-12-11
8174,2014-09-20
8175,2014-04-10
8176,2017-07-11
8177,2016-11-12
8178,2015-12-19
8179,2016-01-06
8180,2015-08-19
8181,2016-07-29
8182,2017-06-08
8183,2017-11-16
8184,2014-03-10
8185,2016-02-28
8186,2016-11-30
8187,2017-08-18
8188,2018-03-10
8189,2015-02-28
8190,2015-06-30
8191,2017-09-10
8192,2016-06-22
8193,2017-12-26
8194,2016-02-10
8195,2015-05-08
8196,2014-06-17
8197,2017-10-13
8198,2016-04-01
8199,2017-12-11
8200,2015-07-30
8201,2015-09-26
8202,2016-10-13
8203,2016-05-16
8204,2017-12-07
8205,2017-04-15
8206,2015-03-21
8207,2016-05-05
8208,2017-07-16
8209,2016-11-04
8210,2015-03-08
8211,2018-03-24
8212,2017-08-17
8213,2015-12-07
8214,2018-01-18
8215,2016-02-17
8216,2016-04-05
8217,2018-01-26
8218,2017-03-20
8219,2017-06-14
8220,2016-06-11
8221,2015-04-29
8222,2014-10-25
8223,2016-04-19
8224,2017-08-03
8225,2017-11-10
8226,2015-01-30
8227,2017-01-10
8228,2017-12-03
8229,2015-05-18
8230,2017-04-12
8231,2014-10-09
8232,2015-01-03
8233,2016-12-12
8234,2015-07-03
8235,2017-08-10
8236,
8237,2014-01-31
8238,2016-05-10
8239,2016-04-05
8240,2016-01-31
8241,2016-09-14
8242,2015-03-19
8243,2017-02-17
8244,
8245,2017-04-27
8246,2015-12-30
8247,2014-05-15
8248,2017-10-18
8249,2014-08-08
8250,2018-01-19
8251,2016-08-04
8252,2015-12-21
8253,2015-09-08
8254,2016-05-28
8255,2015-09-25
8256,2015-03-21
8257,2017-02-17
8258,2014-04-18
8259,2016-07-16
8260,
8261,2014-12-04
8262,2014-07-18
8263,2014-09-19
8264,2016-12-19
8265,2016-09-04
8266,
8267,2018-02-06
8268,2015-03-12
8269,2017-07-26
8270,2015-12-04
8271,2017-04-03
8272,2016-06-14
8273,2016-07-08
8274,2016-03-01
8275,2017-09-26
8276,2016-09-09
8277,2016-08-28
8278,2016-07-16
8279,2017-10-25
8280,2014-03-09
8281,2015-05-23
8282,2016-09-01
8283,
8284,2016-06-04
8285,2017-04-08
8286,2018-01-01
8287,2014-06-23
8288,2017-12-06
8289,2015-06-24
8290,2018-01-11
8291,2014-09-13
8292,2016-06-05
8293,2014-10-01
8294,2017-03-13
8295,2017-05-17
8296,2015-07-19
8297,
8298,2017-10-21
8299,2016-08-11
8300,2014-09-07
8301,2017-05-12
8302,2015-03-22
8303,
8304,
8305,
8306,2017-07-18
8307,2015-01-25
8308,2017-08-08
8309,2017-01-01
8310,2014-05-25
8311,2018-03-14
8312,2015-08-10
8313,2015-11-30
8314,2015-08-16
8315,2015-07-02
8316,2017-08-27
8317,2014-09-17
8318,2015-05-07
8319,2017-11-06
8320,2017-03-13
8321,
8322,2016-08-23
8323,2018-02-18
8324,
8325,2014-11-20
8326,2014-11-01
8327,2015-05-19
8328,2015-06-07
8329,
8330,2017-03-22
8331,2016-09-09
8332,2015-10-20
8333,2016-04-15
8334,
8335,2016-08-14
8336,2016-07-10
8337,2016-11-21
8338,
8339,2017-05-20
8340,2016-06-10
8341,2017-02-03
8342,2017-09-07
8343,2017-08-31
8344,2016-06-08
8345,2015-04-01
8346,2014-03-07
8347,2015-12-23
8348,2014-12-05
8349,2018-03-14
8350,2017-05-27
8351,2015-04-22
8352,2018-02-27
8353,2018-01-13
8354,2016-07-31
8355,
8356,2016-02-05
8357,2017-02-26
8358,2014-02-23
8359,2017-06-28
8360,2015-02-17
8361,2016-12-01
8362,2014-05-23
8363,2018-01-12
8364,2015-06-16
8365,2014-12-14
8366,2015-08-18
8367,2018-02-14
8368,2017-01-05
8369,2017-07-18
8370,2015-12-10
8371,2016-04-27
8372,2017-05-22
8373,2016-06-25
8374,2017-04-25
8375,
8376,2014-03-07
8377,2016-09-04
8378,2015-09-30
8379,2015-06-07
8380,2017-08-27
8381,2015-08-11
8382,2016-02-21
8383,2015-12-06
8384,2016-10-05
8385,2017-07-31
8386,2014-05-28
8387,2017-12-01
8388,2016-05-04
8389,2018-03-14
8390,2016-03-28
8391,2016-09-27
8392,2016-08-27
8393,2014-08-01
8394,
8395,2017-08-11
8396,2015-01-21
8397,2016-09-06
8398,2017-02-14
8399,2015-12-10
8400,
8401,2015-04-18
8402,2016-12-20
8403,2017-10-07
8404,2017-09-25
8405,2018-02-27
8406,2016-09-10
8407,2016-08-25
8408,2018-02-09
8409,2014-07-03
8410,2016-06-30
8411,2017-09-17
8412,2016-09-29
8413,2017-10-09
8414,2015-05-08
8415,2017-05-07
8416,2017-05-05
8417,
8418,2015-10-18
8419,2014-10-26
8420,2017-04-08
8421,2016-01-28
8422,2016-03-13
8423,2015-04-10
8424,2018-03-21
8425,2016-09-03
8426,2014-10-10
8427,2018-01-10
8428,2014-08-25
8429,2014-09-03
8430,2014-02-02
8431,2017-11-03
8432,2014-08-12
8433,2017-05-25
8434,
8435,
8436,2017-01-05
8437,2014-09-06
8438,2017-10-31
8439,2017-02-06
8440,2015-07-02
8441,2014-10-13
8442,2018-02-16
8443,2015-06-15
8444,2016-01-28
8445,2017-12-19
8446,2017-08-04
8447,2016-02-15
8448,2016-03-16
8449,2017-12-13
8450,2014-10-26
8451,2018-03-12
8452,2017-12-24
8453,2014-05-15
8454,2016-12-06
8455,2017-09-29
8456,2016-05-02
8457,2017-06-18
8458,2014-08-06
8459,2015-06-25
8460,2015-03-21
8461,2014-01-07
8462,
8463,2015-02-24
8464,2017-09-06
8465,2017-04-29
8466,
8467,2017-07-20
8468,2017-05-15
8469,
8470,
8471,2016-03-01
8472,2014-02-03
8473,2014-07-19
8474,2017-04-05
8475,2015-10-31
8476,2017-01-17
8477,2016-11-12
8478,2017-06-07
8479,2016-01-23
8480,2017-03-06
8481,2017-08-31
8482,2015-09-26
8483,
8484,
8485,2017-10-11
8486,2015-04-09
8487,2015-12-19
8488,2015-03-28
8489,2018-02-04
8490,2017-12-16
8491,2017-01-01
8492,
8493,2014-12-04
8494,
8495,2015-12-09
8496,
8497,2015-08-02
8498,2017-08-18
8499,2015-09-07
8500,2016-12-18
8501,2015-01-29
8502,2015-04-15
8503,2014-03-22
8504,2018-03-25
8505,2017-03-20
8506,2017-03-31
8507,2017-11-29
8508,2015-10-02
8509,2017-05-16
8510,2014-01-09
8511,
8512,2015-07-07
8513,2016-02-09
8514,2015-02-08
8515,
8516,2017-05-27
8517,2016-10-10
8518,2016-07-12
8519,2016-05-12
8520,2016-10-07
8521,
8522,2015-03-24
8523,2016-09-28
8524,2016-09-18
8525,2015-07-22
8526,2015-09-29
8527,2015-09-14
8528,2015-07-09
